"Subj","Gender","Age","SES","Siblings","Numeracy","SOEP","SOEPdrive","SOEPfinance","SOEPhealth","SOEPoccup","SOEPrecreat","SOEPsocial","WMC","BartPumps","HoltRisk","LottRisk","LottEV","Concentration","Tiredness","Motivation","Happy","Angry","Sad","Afraid","SOEPMeans","Positive","Negative","RiskPreferences","AngryRecoded","SadRecoded","AfraidRecoded","Affect","LottRiskZScore","LottEVZScore","BartPumpsZScore"
68047001,2,31,4,0,4,7,7,5,7,6,8,8,0.805863095238095,41.1,5,0.42,0.84,62,74,85,78,59,41,29,6.83333333333333,81.5,43,0.258362504737089,41,59,71,62.25,-0.605835664502127,0.949500706447486,0.431422472265908
64079401,2,24,3,2,4,5,3,3,8,4,4,3,0.938462301587301,50.41,6,0.38,0.76,90,70,90,71,31,28,39,4.16666666666667,80.5,32.6666666666667,0.102868133011734,69,72,61,68.25,-1.19593533771848,0.201862354914032,1.30267738183965
68023401,2,21,9,1,2,8,10,9,5,6,6,4,0.743640873015873,37.87,5,0.5,0.82,87,79,76,64,3,44,16,6.66666666666667,70,21,0.488701720425283,97,56,84,75.25,0.574363681930587,0.762591118564122,0.129150360781139
68004401,1,21,6,2,3,4,4,3,3,3,5,4,0.622371031746032,30.63,7,0.44,0.82,74,49,76,81,25,16,27,3.66666666666667,78.5,22.6666666666667,-0.0321943584068096,75,84,73,78.25,-0.310785827893948,0.762591118564122,-0.548388365890603
68027401,2,21,4,0,2,8,6,6,6,6,11,6,0.710456349206349,36.6,2,0.46,0.66,70,60,100,90,10,0,1,6.83333333333333,95,3.66666666666667,-0.246040413422044,90,100,99,94.75,-0.0157359912857694,-0.732685584502785,0.0103003355224223
64093501,1,24,5,2,1,3,3,3,1,4,5,1,0.684970238095238,32.13,4,0.52,0.76,42,50,70,93,10,11,11,2.83333333333333,81.5,10.6666666666667,0.221087184381119,90,89,89,90.25,0.869413518538766,0.201862354914032,-0.40801432030944
68002201,1,23,1,3,1,3,3,4,2,6,6,7,0.295089285714286,12.64,5,0.38,0.38,83,56,85,85,34,11,6,4.66666666666667,85,17,-2.25909874616079,66,89,94,83.5,-1.19593533771848,-3.34941981486987,-2.23194108589401
64141301,1,21,3,0,0,4,1,1,1,5,4,8,0.66609126984127,27.77,5,0.44,0.7,70,20,80,79,11,21,0,3.33333333333333,79.5,10.6666666666667,-0.495229038698453,89,79,100,86.75,-0.310785827893948,-0.358866408736059,-0.816034879465352
64100901,1,23,4,1,0,6,7,4,5,6,8,5,0.530089285714286,40.43,4,0.38,0.68,79,19,75,80,19,40,65,5.83333333333333,77.5,41.3333333333333,-0.457663089699416,81,60,35,64,-1.19593533771848,-0.545775996619422,0.368722065239656
64070601,1,24,5,0,2,3,6,1,2,2,4,1,0.654652777777778,26.43,2,0.44,0.76,33,22,66,66,34,59,79,2.66666666666667,66,57.3333333333333,-0.350119722165924,66,41,21,48.5,-0.310785827893948,0.201862354914032,-0.941435693517856
64090301,2,34,4,1,4,5,2,4,2,6,7,4,0.805585317460317,35.97,6,0.5,0.7,40,44,65,74,31,32,44,4.16666666666667,69.5,35.6666666666667,0.0556135031909541,69,68,56,66.75,0.574363681930587,-0.358866408736059,-0.048656763621666
68012901,2,21,7,2,4,3,7,3,7,6,3,5,NA,35.73,4,0.48,0.78,77,14,74,70,6,26,29,5.16666666666667,72,20.3333333333333,0.198989725735051,94,74,71,77.25,0.279313845322408,0.388771942797396,-0.0711166109146521
68050901,1,24,4,5,2,8,1,3,6,6,6,8,0.57969246031746,38.59,5,0.42,0.74,62,63,75,81,25,35,14,5,78,24.6666666666667,-0.131450998270454,75,65,86,76.75,-0.605835664502127,0.0149527670306685,0.196529902660097
68036701,1,22,6,2,2,6,2,4,3,8,7,9,0.776577380952381,40.33,4,0.54,0.72,40,38,75,67,12,19,40,5.5,71,23.6666666666667,0.450623443276165,88,81,60,74,1.16446335514694,-0.171956820852695,0.359363795534245
64178801,1,26,2,2,0,8,3,8,6,8,3,7,0.670089285714286,14.1,4,0.38,0.82,76,20,71,94,21,14,17,5.83333333333333,82.5,17.3333333333333,-0.842884855783123,79,86,83,85.5,-1.19593533771848,0.762591118564122,-2.09531034819501
68021101,1,20,6,1,3,5,3,3,6,8,6,5,0.831775793650794,16.6,4,0.5,0.76,89,70,99,99,10,10,71,5.16666666666667,99,30.3333333333333,-0.361709189571706,90,90,29,77,0.574363681930587,0.201862354914032,-1.86135360555974
68009501,1,21,3,1,2,4,4,4,5,7,5,9,0.663323412698413,25.43,3,0.5,0.7,80,55,81,79,20,20,20,5.66666666666667,80,20,-0.273173705792479,80,80,80,79.75,0.574363681930587,-0.358866408736059,-1.03501839057196
64186801,2,31,6,0,1,8,1,1,7,9,8,6,0.563055555555555,29.17,2,0.58,0.72,78,37,89,99,7,6,0,5.33333333333333,94,4.33333333333333,0.299195701307002,93,94,100,96.5,1.7545630283633,-0.171956820852695,-0.6850191035896
68019601,1,20,5,2,1,8,2,2,2,10,9,6,0.767698412698413,44.27,5,0.48,0.7,70,46,91,86,20,16,14,5.16666666666667,88.5,16.6666666666667,0.21617568617126,80,84,86,84,0.279313845322408,-0.358866408736059,0.728079621927431
64207801,2,22,4,1,1,8,1,3,5,6,7,4,0.583948412698412,35.27,7,0.34,0.8,45,45,60,70,19,35,34,4.33333333333333,65,29.3333333333333,-0.441506043937874,81,65,66,70.5,-1.78603501093484,0.57568153068076,-0.114164651559541
68030701,1,29,6,3,1,6,7,1,7,7,9,8,0.666289682539682,49.97,6,0.4,0.68,69,40,79,79,10,20,21,6.5,79,17,-0.0617201675312933,90,80,79,82,-0.900885501110305,-0.545775996619422,1.26150099513585
68047501,1,22,3,1,2,9,7,6,7,9,8,5,0.445426587301587,52.93,2,0.44,0.66,70,80,79,90,59,20,30,7,84.5,36.3333333333333,0.165011455339758,41,80,70,70.25,-0.310785827893948,-0.732685584502785,1.53850577841601
68038101,1,23,5,1,2,3,2,1,2,4,4,2,0.590843253968254,35.63,6,0.4,0.8,70,30,79,60,40,40,59,2.5,69.5,46.3333333333333,-0.135226283683202,60,60,41,55.25,-0.900885501110305,0.57568153068076,-0.0804748806200624
64158001,1,28,3,2,0,7,3,2,4,4,5,3,NA,2.14,6,0.5,0.54,100,0,100,100,29,0,0,3.5,100,9.66666666666667,-1.49811294494484,71,100,100,92.75,0.574363681930587,-1.85414311180297,-3.21455940496214
68039201,1,24,7,1,3,5,7,3,9,2,8,7,0.745982142857143,28.07,3,0.42,0.82,61,59,100,70,0,41,41,6,85,27.3333333333333,-0.210401538762375,100,59,59,72,-0.605835664502127,0.762591118564122,-0.787960070349119
64159301,1,23,3,2,0,6,5,7,9,7,8,8,0.563541666666666,37.9,3,0.48,0.86,61,66,76,60,56,25,65,7.33333333333333,68,48.6666666666667,0.515893993782007,44,75,35,53.5,0.279313845322408,1.13641029433085,0.131957841692762
68003301,2,27,4,1,3,4,1,1,7,7,8,2,0.626795634920635,14.4,1,0.32,0.6,39,80,70,70,70,59,34,4.33333333333333,70,54.3333333333333,-1.81391157825822,30,41,66,51.75,-2.08108484754302,-1.29341434815288,-2.06723553907878
64199601,2,23,6,2,0,8,1,1,8,6,1,8,0.718095238095238,45.8,4,0.6,0.84,39,64,79,80,34,40,29,4.16666666666667,79.5,34.3333333333333,1.29012490661306,66,60,71,69.25,2.04961286497148,0.949500706447486,0.871261148420216
64180601,1,23,4,1,0,7,5,4,4,6,8,4,0.562797619047619,31.03,5,0.38,0.56,69,0,74,69,0,31,14,5.16666666666667,71.5,15,-1.12470804956902,100,69,86,81,-1.19593533771848,-1.6672335239196,-0.510955287068959
64046301,2,23,5,2,3,7,4,4,5,3,5,3,0.847460317460317,35.73,3,0.46,0.86,90,41,80,79,30,0,59,4,79.5,29.6666666666667,0.349852564043476,70,100,41,72.5,-0.0157359912857694,1.13641029433085,-0.0711166109146521
68042001,1,20,5,3,0,4,3,1,7,3,6,9,0.535704365079365,46.33,3,0.38,0.82,71,60,90,81,21,31,31,4.83333333333333,85.5,27.6666666666667,0.162505252901511,79,69,69,74.5,-1.19593533771848,0.762591118564122,0.920859977858893
64181801,1,36,6,0,2,4,3,4,3,6,3,8,NA,34.9,4,0.36,0.7,81,60,81,40,60,30,10,4.5,60.5,33.3333333333333,-0.666213944177428,40,70,90,60,-1.49098517432666,-0.358866408736059,-0.148790249469562
68036801,2,24,3,1,3,5,4,5,7,6,7,8,0.57953373015873,35.83,2,0.5,0.74,89,98,89,99,20,9,40,6.16666666666667,94,23,0.175852702584005,80,91,60,82.5,0.574363681930587,0.0149527670306685,-0.0617583412092412
68036601,1,24,4,3,3,8,4,3,1,8,9,5,0.858492063492063,34.7,5,0.48,0.8,71,21,40,61,21,50,30,5,50.5,33.6666666666667,0.229162862374262,79,50,70,65,0.279313845322408,0.57568153068076,-0.167506788880383
68043201,1,24,9,1,1,7,4,3,5,8,7,7,0.726299603174603,21.03,5,0.5,0.68,79,59,99,80,20,22,41,5.66666666666667,89.5,27.6666666666667,-0.472731524099625,80,78,59,74.25,0.574363681930587,-0.545775996619422,-1.44678225761004
68027101,2,22,6,2,1,9,1,1,9,7,10,2,0.434444444444444,34.07,5,0.48,0.44,71,60,89,89,0,21,86,5,89,35.6666666666667,-0.911947031307282,100,79,14,70.5,0.279313845322408,-2.78869105121978,-0.226463888024471
68026001,1,22,4,1,2,3,3,3,4,4,4,5,0.845803571428571,31.4,6,0.58,0.8,89,11,89,80,10,31,30,3.83333333333333,84.5,23.6666666666667,0.61797162329504,90,69,70,77.25,1.7545630283633,0.57568153068076,-0.47632968915894
68017801,1,21,5,1,2,6,4,1,1,4,7,6,0.664553571428572,32.63,3,0.42,0.78,67,63,73,61,42,16,20,3.83333333333333,67,26,-0.192762231162372,58,84,80,70.75,-0.605835664502127,0.388771942797396,-0.361222971782386
64022901,1,23,7,1,4,6,7,5,7,8,9,4,0.649047619047619,34.1,4,0.66,0.64,37,47,59,55,47,48,41,6.66666666666667,57,45.3333333333333,0.597170265099006,53,52,59,54.75,2.93476237479601,-0.919595172386149,-0.223656407112848
64174801,1,20,5,2,0,5,2,4,6,6,7,9,0.822708333333333,37.13,5,0.6,0.82,43,61,63,64,49,54,35,5.66666666666667,63.5,46,0.957367716165567,51,46,65,56.5,2.04961286497148,0.762591118564122,0.0598991649610997
64182301,2,32,4,1,3,7,2,3,8,8,6,8,0.745873015873016,47.9,6,0.6,0.84,80,69,80,81,30,40,40,5.83333333333333,80.5,36.6666666666667,1.35563279455094,70,60,60,67.75,2.04961286497148,0.949500706447486,1.06778481223384
68033401,1,24,5,1,1,3,4,4,7,4,7,8,0.79875,60.24,6,0.46,0.76,59,28,70,80,31,20,31,5.66666666666667,75,27.3333333333333,0.802907219169933,69,80,69,74.5,-0.0157359912857694,0.201862354914032,2.22259529388154
68015901,2,23,4,3,3,3,4,2,2,2,4,2,0.755972222222222,39.93,3,0.52,0.84,70,89,80,89,3,10,0,2.66666666666667,84.5,4.33333333333333,0.713614980566284,97,90,100,94,0.869413518538766,0.949500706447486,0.321930716712602
64047801,1,24,6,0,1,2,1,1,2,1,6,3,0.740386904761905,44.1,6,0.36,0.66,70,29,69,69,20,47,20,2.33333333333333,69,29,-0.503833398467072,80,53,80,70.5,-1.49098517432666,-0.732685584502785,0.712170563428232
64171101,1,31,7,2,0,6,1,1,6,6,6,6,0.346111111111111,52.1,5,0.56,0.42,40,61,60,69,0,41,60,4.33333333333333,64.5,33.6666666666667,-0.0184184358289761,100,59,40,67,1.45951319175512,-2.97560063910315,1.4608321398611
68015201,1,23,5,1,1,10,6,4,8,8,10,8,0.573650793650794,43.7,5,0.46,0.78,30,70,59,60,10,40,3,7.33333333333333,59.5,17.6666666666667,0.349257812039405,90,60,97,76.75,-0.0157359912857694,0.388771942797396,0.674737484606589
64176401,2,24,6,1,1,5,4,4,5,5,7,6,0.674394841269841,32.31,5,0.44,0.46,69,54,75,79,30,11,14,5.16666666666667,77,18.3333333333333,-1.10124557535669,70,89,86,81,-0.310785827893948,-2.60178146333642,-0.391169434839701
64131001,1,20,3,1,3,8,5,1,7,6,7,7,0.802073412698413,37.73,5,0.44,0.82,100,20,90,90,1,9,30,5.5,90,13.3333333333333,0.189284691287913,99,91,70,87.5,-0.310785827893948,0.762591118564122,0.116048783193564
68008001,1,31,9,1,0,9,8,6,8,6,8,9,0.815505952380952,22.47,3,0.54,0.52,71,69,74,65,30,30,30,7.5,69.5,30,-0.729537506130503,70,70,70,68.75,1.16446335514694,-2.04105269968633,-1.31202317385212
68033901,1,21,5,1,0,9,1,8,10,9,10,10,0.305704365079365,35.2,6,0.46,0.64,80,57,89,50,60,64,40,8,69.5,54.6666666666667,-0.352015534675082,40,36,60,46.5,-0.0157359912857694,-0.919595172386149,-0.120715440353329
68030001,2,28,4,1,2,6,7,7,6,5,5,3,0.809513888888889,44.93,6,0.52,0.9,70,69,71,81,40,41,69,5.5,76,50,1.05649573020649,60,59,31,57.75,0.869413518538766,1.51022947009758,0.789844201983142
68042801,1,22,6,0,2,7,7,2,7,2,9,4,0.654424603174603,26.67,2,0.42,0.72,68,43,83,95,7,10,18,5.16666666666667,89,11.6666666666667,-0.565589443859897,93,90,82,90,-0.605835664502127,-0.171956820852695,-0.91897584622487
64199301,1,20,7,3,2,9,6,9,10,9,6,10,0.676696428571429,37.77,6,0.52,0.58,76,71,78,70,36,26,11,8.33333333333333,74,24.3333333333333,-0.163706108807248,64,74,89,74.25,0.869413518538766,-1.48032393603624,0.119792091075729
68012301,2,20,5,2,3,4,4,2,2,4,6,2,0.853958333333333,35,3,0.4,0.76,69,30,63,71,10,3,69,3.33333333333333,67,27.3333333333333,-0.279485041986808,90,97,31,72.25,-0.900885501110305,0.201862354914032,-0.139431979764151
64177901,1,30,6,1,1,7,9,8,6,8,7,8,0.597688492063492,42.67,4,0.5,0.76,59,11,80,81,28,10,40,7.66666666666667,80.5,26,0.451524447828492,72,90,60,75.75,0.574363681930587,0.201862354914032,0.578347306640858
68043101,1,26,4,1,3,3,2,2,2,5,6,3,0.75155753968254,48.57,3,0.42,0.84,42,39,85,67,43,59,61,3.33333333333333,76,54.3333333333333,0.491383420401818,57,41,39,51,-0.605835664502127,0.949500706447486,1.1304852192601
68032301,1,25,5,3,2,4,3,2,5,4,5,4,0.69671626984127,40.27,4,0.48,0.86,80,10,89,90,20,9,55,3.83333333333333,89.5,28,0.589824324454752,80,91,45,76.5,0.279313845322408,1.13641029433085,0.353748833710999
64018301,1,25,5,3,0,2,1,2,1,8,8,1,0.487837301587302,32.1,7,0.34,0.62,91,61,100,90,0,0,22,3.5,95,7.33333333333333,-1.10112052414181,100,100,78,92,-1.78603501093484,-1.10650476026951,-0.410821801221064
64051301,1,25,4,1,4,8,7,5,7,7,9,6,0.76141865079365,36.17,3,0.4,0.76,40,50,70,79,41,30,20,6.83333333333333,74.5,30.3333333333333,-0.242987790135706,59,70,80,72,-0.900885501110305,0.201862354914032,-0.0299402242108441
64082301,1,25,4,1,2,3,6,6,1,7,10,8,0.790952380952381,45.13,9,0.44,0.76,60,70,60,60,11,31,80,6.33333333333333,60,40.6666666666667,0.233212422804683,89,69,20,59.5,-0.310785827893948,0.201862354914032,0.808560741393964
68018601,1,22,5,3,2,8,3,4,8,9,9,9,0.817767857142857,41.03,3,0.46,0.64,80,19,80,60,0,60,69,7,70,43,-0.170153160066599,100,40,31,57.75,-0.0157359912857694,-0.919595172386149,0.424871683472121
68014401,1,21,3,1,2,4,2,1,1,3,4,5,NA,41.03,4,0.48,0.84,37,54,65,70,27,17,21,2.66666666666667,67.5,21.6666666666667,0.551228745080672,73,83,79,76.25,0.279313845322408,0.949500706447486,0.424871683472121
64111001,1,22,4,1,2,4,3,4,5,4,8,5,0.914811507936508,27.97,4,0.42,0.82,80,59,80,69,30,69,60,4.83333333333333,74.5,53,-0.213520961997512,70,31,40,52.5,-0.605835664502127,0.762591118564122,-0.79731834005453
64193501,1,26,4,4,4,4,2,1,4,3,7,7,0.679285714285714,31.27,3,0.46,0.86,88,39,74,90,15,19,20,4,82,18,0.210726287756369,85,81,80,84,-0.0157359912857694,1.13641029433085,-0.488495439775974
64181301,1,34,4,5,2,3,3,3,1,5,2,6,0.85655753968254,34.27,5,0.36,0.46,80,60,79,50,21,29,39,3.33333333333333,64.5,29.6666666666667,-1.43350466209224,79,71,61,65.25,-1.49098517432666,-2.60178146333642,-0.207747348613649
64131501,1,30,5,1,0,9,9,3,4,6,7,1,NA,53.63,4,0.58,0.76,80,40,60,79,0,10,0,5,69.5,3.33333333333333,1.18681301654374,100,90,100,92.25,1.7545630283633,0.201862354914032,1.60401366635388
68005001,1,23,5,4,1,5,3,4,8,6,9,10,0.750942460317461,48.9,6,0.48,0.8,70,54,70,54,46,55,31,6.66666666666667,62,44,0.672120961763706,54,45,69,55.5,0.279313845322408,0.57568153068076,1.16136750928795
68024701,2,21,6,3,1,5,1,7,6,7,8,6,0.803928571428572,46.73,6,0.44,0.78,60,21,70,79,19,10,30,5.83333333333333,74.5,19.6666666666667,0.345426390527995,81,90,70,80,-0.310785827893948,0.388771942797396,0.958293056680536
68026201,2,21,4,2,3,7,6,6,8,6,8,7,0.760505952380952,21.3,4,0.42,0.8,80,54,97,88,43,11,4,6.83333333333333,92.5,19.3333333333333,-0.483889687742266,57,89,96,82.5,-0.605835664502127,0.57568153068076,-1.42151492940543
68013901,1,21,4,3,0,7,3,2,5,5,2,1,0.70577380952381,24.3,5,0.48,0.62,74,33,79,83,13,15,8,3,81,12,-0.65598591773007,87,85,92,86.75,0.279313845322408,-1.10650476026951,-1.14076683824311
64187001,1,26,4,1,1,8,1,1,1,10,7,2,0.465545634920635,51.9,2,0.54,0.7,79,19,89,80,16,10,0,3.66666666666667,84.5,8.66666666666667,0.749237515620387,84,90,100,88.5,1.16446335514694,-0.358866408736059,1.44211560045027
64052901,1,31,4,1,3,3,2,2,3,2,3,2,0.673224206349206,32,4,0.4,0.68,90,0,100,99,0,0,41,2.33333333333333,99.5,13.6666666666667,-0.6222805228854,100,100,59,89.5,-0.900885501110305,-0.545775996619422,-0.420180070926475
68046701,2,21,3,2,2,8,1,4,3,7,9,6,0.778501984126984,35.47,5,0.48,0.78,75,54,70,75,16,52,15,5,72.5,27.6666666666667,0.190879225323695,84,48,85,73,0.279313845322408,0.388771942797396,-0.09544811214872
64202001,1,20,4,1,3,3,1,1,1,3,4,9,0.711061507936508,45.47,3,0.54,0.8,71,0,85,84,0,4,1,3.16666666666667,84.5,1.66666666666667,0.860174581406688,100,96,99,94.75,1.16446335514694,0.57568153068076,0.84037885839236
64006401,1,24,5,1,1,8,7,2,8,7,5,7,0.884484126984127,33.1,3,0.5,0.74,75,29,82,72,16,31,29,6,77,25.3333333333333,0.0906924482647666,84,69,71,74,0.574363681930587,0.0149527670306685,-0.317239104166956
68011301,2,23,2,2,1,3,4,4,4,4,4,4,0.649980158730159,21.6,3,0.52,0.76,90,36,90,80,0,20,10,4,85,10,-0.1073880822788,100,80,90,87.5,0.869413518538766,0.201862354914032,-1.3934401202892
